"NAME","CATEGORY","상가업소번호","상호명","상권업종대분류명","상권업종중분류명","시도명","시군구명","법정동명","지번주소","도로명","구우편번호","경도","위도","거리"
"조박조박집투","한식","MA010120220800241314","조박조박집투","음식","한식","서울특별시","마포구","용강동","서울특별시 마포구 용강동 43-1","서울특별시 마포구 토정로35길",121875,126.9436479,37.54007381,546
"이조케터링서비스","구내식당·뷔페","MA010120220800237713","이조케터링서비스","음식","구내식당·뷔페","서울특별시","마포구","도화동","서울특별시 마포구 도화동 173","서울특별시 마포구 마포대로",121745,126.9478042,37.54224639,186
"에쎄카페","비알코올 ","MA010120220800241588","에쎄카페","음식","비알코올 ","서울특별시","마포구","공덕동","서울특별시 마포구 공덕동 471","서울특별시 마포구 백범로",121805,126.9516039,37.54322628,368
"청류동","기타 간이","MA010120220800249701","청류동","음식","기타 간이","서울특별시","마포구","도화동","서울특별시 마포구 도화동 538","서울특별시 마포구 큰우물로",121743,126.9462787,37.54128669,311
"마포나루","한식","MA010120220800254889","마포나루","음식","한식","서울특별시","마포구","도화동","서울특별시 마포구 도화동 201-39","서울특별시 마포구 삼개로",121813,126.947743,37.5393535,506
"마포옥하우스","한식","MA010120220800249935","마포옥하우스","음식","한식","서울특별시","마포구","용강동","서울특별시 마포구 용강동 50-14","서울특별시 마포구 토정로",121875,126.9433341,37.53986376,581
"솔트카페","비알코올 ","MA010120220800251871","솔트카페","음식","비알코올 ","서울특별시","마포구","염리동","서울특별시 마포구 염리동 147-14","서울특별시 마포구 숭문길",121872,126.9456315,37.54706561,389
"마포갈비","한식","MA010120220800254941","마포갈비","음식","한식","서울특별시","마포구","용강동","서울특별시 마포구 용강동 40-1","서울특별시 마포구 토정로",121875,126.9437739,37.53996681,548
"부산갈매기","한식","MA010120220800254571","부산갈매기","음식","한식","서울특별시","마포구","도화동","서울특별시 마포구 도화동 194-18","서울특별시 마포구 도화길",121812,126.9510023,37.54174323,390
"배스킨라빈스마포","기타 간이","MA010120220800282959","배스킨라빈스마포","음식","기타 간이","서울특별시","마포구","용강동","서울특별시 마포구 용강동 18-3","서울특별시 마포구 큰우물로",121875,126.9442765,37.5420437,353
"장수한방삼계탕","한식","MA010120220800206624","장수한방삼계탕","음식","한식","서울특별시","마포구","공덕동","서울특별시 마포구 공덕동 256-13","서울특별시 마포구 만리재로",121758,126.9527505,37.54457901,467
"배스킨라빈스마포도화점","기타 간이","MA010120220800206678","배스킨라빈스마포도화점","음식","기타 간이","서울특별시","마포구","도화동","서울특별시 마포구 도화동 250-8","서울특별시 마포구 삼개로",121702,126.9473795,37.53944937,495
"프리츠","기타 간이","MA010120220800254152","프리츠","음식","기타 간이","서울특별시","마포구","도화동","서울특별시 마포구 도화동 179-9","서울특별시 마포구 새창로2길",121812,126.9490549,37.54101409,349
"케이디피앤피","기타 간이","MA010120220800254166","케이디피앤피","음식","기타 간이","서울특별시","마포구","도화동","서울특별시 마포구 도화동 559","서울특별시 마포구 마포대로",121784,126.947185,37.54121368,300
"존슨앤황태","한식","MA010120220800213411","존슨앤황태","음식","한식","서울특별시","마포구","도화동","서울특별시 마포구 도화동 325","서울특별시 마포구 도화2안길",121813,126.9486185,37.53985687,460
"스쿨푸드마포","기타 간이","MA010120220800215486","스쿨푸드마포","음식","기타 간이","서울특별시","마포구","도화동","서울특별시 마포구 도화동 559","서울특별시 마포구 마포대로",121784,126.947185,37.54121368,300
"김만수키친","기타 간이","MA010120220800217380","김만수키친","음식","기타 간이","서울특별시","마포구","도화동","서울특별시 마포구 도화동 201-1","서울특별시 마포구 도화길",121813,126.9478801,37.54006654,428
"예산한우","한식","MA010120220800210522","예산한우","음식","한식","서울특별시","마포구","염리동","서울특별시 마포구 염리동 148-33","서울특별시 마포구 숭문길",121872,126.9455674,37.54679472,365
"행당한식분식","기타 간이","MA010120220800212280","행당한식분식","음식","기타 간이","서울특별시","마포구","염리동","서울특별시 마포구 염리동 82-2","서울특별시 마포구 숭문길",121872,126.9453595,37.54870307,567
"마포김치찌개","한식","MA010120220800208281","마포김치찌개","음식","한식","서울특별시","마포구","도화동","서울특별시 마포구 도화동 538","서울특별시 마포구 큰우물로",121743,126.9462787,37.54128669,311
"공덕소머리","한식","MA010120220800213741","공덕소머리","음식","한식","서울특별시","마포구","공덕동","서울특별시 마포구 공덕동 256-5","서울특별시 마포구 마포대로6길",121803,126.9531704,37.54530357,522
"카나","일식","MA010120220800206936","카나","음식","일식","서울특별시","마포구","용강동","서울특별시 마포구 용강동 43-7","서울특별시 마포구 토정로",121875,126.9428144,37.54060697,553
"국밥사랑","한식","MA010120220800217465","국밥사랑","음식","한식","서울특별시","마포구","도화동","서울특별시 마포구 도화동 173","서울특별시 마포구 마포대로",121745,126.9478042,37.54224639,186
"티오씨","비알코올 ","MA010120220800218770","티오씨","음식","비알코올 ","서울특별시","마포구","공덕동","서울특별시 마포구 공덕동 255-9","서울특별시 마포구 마포대로",121803,126.951678,37.54439829,371
"빈스앤와플","비알코올 ","MA010120220800220766","빈스앤와플","음식","비알코올 ","서울특별시","마포구","공덕동","서울특별시 마포구 공덕동 467","서울특별시 마포구 마포대로",121916,126.9508646,37.5451119,324
"마카롱롱롱","기타 간이","MA010120220800215793","마카롱롱롱","음식","기타 간이","서울특별시","마포구","공덕동","서울특별시 마포구 공덕동 476","서울특별시 마포구 백범로",121805,126.9482444,37.54473719,113
"원조갈매기&곱깨비","한식","MA010120220800266443","원조갈매기&곱깨비","음식","한식","서울특별시","마포구","도화동","서울특별시 마포구 도화동 25-11","서울특별시 마포구 새창로",121812,126.9522414,37.54214168,460
"뉴미가","한식","MA010120220800216146","뉴미가","음식","한식","서울특별시","마포구","염리동","서울특별시 마포구 염리동 82-4","서울특별시 마포구 숭문길",121872,126.9453049,37.54855842,553
"맛난세상","한식","MA010120220800247900","맛난세상","음식","한식","서울특별시","마포구","염리동","서울특별시 마포구 염리동 173-21","서울특별시 마포구 토정로37길",121874,126.9470025,37.54292403,118
"호미곶막회물회","한식","MA010120220800209087","호미곶막회물회","음식","한식","서울특별시","마포구","공덕동","서울특별시 마포구 공덕동 404","서울특별시 마포구 마포대로",121718,126.9521283,37.54618636,479
"우리집식당","한식","MA010120220800208827","우리집식당","음식","한식","서울특별시","마포구","도화동","서울특별시 마포구 도화동 173","서울특별시 마포구 마포대로",121745,126.9478042,37.54224639,186
"피자나라치킨공주","기타 간이","MA010120220800216043","피자나라치킨공주","음식","기타 간이","서울특별시","마포구","염리동","서울특별시 마포구 염리동 90-8","서울특별시 마포구 숭문4길",121872,126.9457579,37.54773351,453
"팔팔전복","한식","MA010120220800208872","팔팔전복","음식","한식","서울특별시","마포구","도화동","서울특별시 마포구 도화동 181-5","서울특별시 마포구 도화길",121812,126.9509075,37.54204874,363
"옥천올갱이","기타 간이","MA010120220800214635","옥천올갱이","음식","기타 간이","서울특별시","마포구","공덕동","서울특별시 마포구 공덕동 256-5","서울특별시 마포구 마포대로6길",121803,126.9531704,37.54530357,522
"왕가밀","한식","MA010120220800219786","왕가밀","음식","한식","서울특별시","마포구","도화동","서울특별시 마포구 도화동 345-1","서울특별시 마포구 도화길",121813,126.948883,37.54036381,411
"본도시락","한식","MA010120220800210945","본도시락","음식","한식","서울특별시","마포구","신공덕동","서울특별시 마포구 신공덕동 172","서울특별시 마포구 백범로",121802,126.9541152,37.54409553,582
"원조마포할머니빈대떡별관","기타 간이","MA010120220800216105","원조마포할머니빈대떡별관","음식","기타 간이","서울특별시","마포구","공덕동","서울특별시 마포구 공덕동 256-11","서울특별시 마포구 만리재로",121803,126.9532456,37.54478163,514
"내고향왕만두","기타 간이","MA010120220800210984","내고향왕만두","음식","기타 간이","서울특별시","마포구","도화동","서울특별시 마포구 도화동 25-2","서울특별시 마포구 새창로",121812,126.9515827,37.54231604,399
"흑산도횟집","한식","MA010120220800260432","흑산도횟집","음식","한식","서울특별시","마포구","공덕동","서울특별시 마포구 공덕동 256-30","서울특별시 마포구 만리재로",121803,126.953732,37.54479495,557

"이레분식","기타 간이","MA010120220800209530","이레분식","음식","기타 간이","서울특별시","마포구","공덕동","서울특별시 마포구 공덕동 256-5","서울특별시 마포구 마포대로6길",121803,126.9531704,37.54530357,522
"포춘","한식","MA010120220800219721","포춘","음식","한식","서울특별시","마포구","도화동","서울특별시 마포구 도화동 2-339","서울특별시 마포구 도화4길",121812,126.9517808,37.54029045,550
"오향족발","한식","MA010120220800216280","오향족발","음식","한식","서울특별시","마포구","공덕동","서울특별시 마포구 공덕동 256-30","서울특별시 마포구 만리재로",121803,126.953732,37.54479495,557
"　케이앤씨디스플레이","기타 간이","MA010120220800248376","　케이앤씨디스플레이","음식","기타 간이","서울특별시","마포구","공덕동","서울특별시 마포구 공덕동 467","서울특별시 마포구 마포대로",121916,126.9508646,37.5451119,324
"마포생고기","한식","MA010120220800211617","마포생고기","음식","한식","서울특별시","마포구","대흥동","서울특별시 마포구 대흥동 773-3","서울특별시 마포구 큰우물로",121811,126.9408813,37.54447314,589
"김밥과스파게티","기타 간이","MA010120220800265120","김밥과스파게티","음식","기타 간이","서울특별시","마포구","도화동","서울특별시 마포구 도화동 560","서울특별시 마포구 독막로",121815,126.947862,37.54295873,109
"어서와규동","일식","MA010120220800211495","어서와규동","음식","일식","서울특별시","마포구","도화동","서울특별시 마포구 도화동 555","서울특별시 마포구 마포대로",121779,126.9454259,37.53997257,474
"킹왕짱라볶이","기타 간이","MA010120220800215095","킹왕짱라볶이","음식","기타 간이","서울특별시","마포구","도화동","서울특별시 마포구 도화동 536","서울특별시 마포구 토정로37길",121731,126.9473581,37.54258481,147
"찌니네마약통닭","기타 간이","MA010120220800221359","찌니네마약통닭","음식","기타 간이","서울특별시","마포구","염리동","서울특별시 마포구 염리동 147-19","서울특별시 마포구 숭문길",121872,126.9455445,37.54762347,449
"조박원조조박집","한식","MA010120220800252594","조박원조조박집","음식","한식","서울특별시","마포구","용강동","서울특별시 마포구 용강동 40-1","서울특별시 마포구 토정로",121875,126.9437739,37.53996681,548
"푸드시스템엠프로스","한식","MA010120220800248726","푸드시스템엠프로스","음식","한식","서울특별시","마포구","공덕동","서울특별시 마포구 공덕동 467","서울특별시 마포구 마포대로",121916,126.9508646,37.5451119,324
"커피향깊은한옥","비알코올 ","MA010120220800214920","커피향깊은한옥","음식","비알코올 ","서울특별시","마포구","염리동","서울특별시 마포구 염리동 157-12","서울특별시 마포구 백범로24길",121873,126.9454238,37.54574823,276
"버그네","한식","MA010120220800210427","버그네","음식","한식","서울특별시","마포구","염리동","서울특별시 마포구 염리동 86-11","서울특별시 마포구 숭문길",121872,126.9452945,37.5468914,386
"스쿨푸드","기타 간이","MA010120220800209746","스쿨푸드","음식","기타 간이","서울특별시","마포구","신공덕동","서울특별시 마포구 신공덕동 173","서울특별시 마포구 백범로",121802,126.9533465,37.54242179,540
"웰빙김치찜","한식","MA010120220800206401","웰빙김치찜","음식","한식","서울특별시","마포구","공덕동","서울특별시 마포구 공덕동 256-5","서울특별시 마포구 마포대로6길",121803,126.9531704,37.54530357,522
"오리도시앤치킨","기타 간이","MA010120220800212073","오리도시앤치킨","음식","기타 간이","서울특별시","마포구","도화동","서울특별시 마포구 도화동 200-16","서울특별시 마포구 도화4길",121813,126.9513106,37.5407368,485
"까페데미타스","비알코올 ","MA010120220800202569","까페데미타스","음식","비알코올 ","서울특별시","마포구","도화동","서울특별시 마포구 도화동 538","서울특별시 마포구 큰우물로",121743,126.9462787,37.54128669,311
"한방족발","한식","MA010120220800192171","한방족발","음식","한식","서울특별시","마포구","공덕동","서울특별시 마포구 공덕동 256-11","서울특별시 마포구 만리재로",121803,126.9532456,37.54478163,514
"최연탄","한식","MA010120220800187171","최연탄","음식","한식","서울특별시","마포구","도화동","서울특별시 마포구 도화동 38-2","서울특별시 마포구 새창로",121812,126.9520975,37.54191514,460
"황매산손두부","한식","MA010120220800188882","황매산손두부","음식","한식","서울특별시","마포구","도화동","서울특별시 마포구 도화동 553","서울특별시 마포구 독막로",121748,126.9493666,37.54299015,192
"치킨주막","기타 간이","MA010120220800199091","치킨주막","음식","기타 간이","서울특별시","마포구","도화동","서울특별시 마포구 도화동 181-9","서울특별시 마포구 도화길",121812,126.9508178,37.54198487,361
"뚱보네집","한식","MA010120220800199144","뚱보네집","음식","한식","서울특별시","마포구","공덕동","서울특별시 마포구 공덕동 256-30","서울특별시 마포구 만리재로",121803,126.953732,37.54479495,557
"뚜레쥬르","기타 간이","MA010120220800190624","뚜레쥬르","음식","기타 간이","서울특별시","마포구","공덕동","서울특별시 마포구 공덕동 461","서울특별시 마포구 백범로",121862,126.9500559,37.54387029,224
"박달재식당","한식","MA010120220800188998","박달재식당","음식","한식","서울특별시","마포구","용강동","서울특별시 마포구 용강동 43-16","서울특별시 마포구 토정로37가길",121875,126.9436456,37.54023598,532
"미락","한식","MA010120220800201121","미락","음식","한식","서울특별시","마포구","신공덕동","서울특별시 마포구 신공덕동 172","서울특별시 마포구 백범로",121802,126.9541152,37.54409553,582
"또래분식","기타 간이","MA010120220800190814","또래분식","음식","기타 간이","서울특별시","마포구","도화동","서울특별시 마포구 도화동 536","서울특별시 마포구 토정로37길",121731,126.9473581,37.54258481,147
"을밀대","한식","MA010120220800195878","을밀대","음식","한식","서울특별시","마포구","염리동","서울특별시 마포구 염리동 147-4","서울특별시 마포구 숭문길",121872,126.9456029,37.54748884,433
"김가네김밥","기타 간이","MA010120220800181006","김가네김밥","음식","기타 간이","서울특별시","마포구","도화동","서울특별시 마포구 도화동 201-20","서울특별시 마포구 삼개로",121813,126.9476798,37.53982147,454
"마포대나무집","한식","MA010120220800192375","마포대나무집","음식","한식","서울특별시","마포구","용강동","서울특별시 마포구 용강동 26-1","서울특별시 마포구 토정로37길",121875,126.9448638,37.54131911,370
"마포진짜원조최대포집","한식","MA010120220800202908","마포진짜원조최대포집","음식","한식","서울특별시","마포구","공덕동","서울특별시 마포구 공덕동 255-5","서울특별시 마포구 마포대로",121803,126.9519587,37.54455396,398
"마포부자갈매기","한식","MA010120220800203014","마포부자갈매기","음식","한식","서울특별시","마포구","도화동","서울특별시 마포구 도화동 182-1","서울특별시 마포구 도화길",121812,126.9507988,37.54173241,377
"25카츠","일식","MA010120220800204704","25카츠","음식","일식","서울특별시","마포구","공덕동","서울특별시 마포구 공덕동 467","서울특별시 마포구 마포대로",121916,126.9508646,37.5451119,324
"맛도시락","한식","MA010120220800199033","맛도시락","음식","한식","서울특별시","마포구","염리동","서울특별시 마포구 염리동 148-20","서울특별시 마포구 숭문2길",121872,126.9457484,37.54680535,359
"효성식당","한식","MA010120220800185864","효성식당","음식","한식","서울특별시","마포구","공덕동","서울특별시 마포구 공덕동 384-14","서울특별시 마포구 마포대로7길",121805,126.9519595,37.54692371,516
"까페데미타스","비알코올 ","MA010120220800197582","까페데미타스","음식","비알코올 ","서울특별시","마포구","도화동","서울특별시 마포구 도화동 250-3","서울특별시 마포구 도화길",121813,126.9469464,37.53967077,473
"마포갈매기","한식","MA010120220800197584","마포갈매기","음식","한식","서울특별시","마포구","도화동","서울특별시 마포구 도화동 194-8","서울특별시 마포구 도화길",121812,126.9509582,37.54166174,392
"무공해숯불갈비","한식","MA010120220800187502","무공해숯불갈비","음식","한식","서울특별시","마포구","공덕동","서울특별시 마포구 공덕동 256-21","서울특별시 마포구 만리재로1길",121803,126.9527457,37.54492136,475
"굴다리식당","한식","MA010120220800199380","굴다리식당","음식","한식","서울특별시","마포구","도화동","서울특별시 마포구 도화동 182-10","서울특별시 마포구 도화길",121812,126.9506429,37.54155082,380
"페리카나","기타 간이","MA010120220800186079","페리카나","음식","기타 간이","서울특별시","마포구","공덕동","서울특별시 마포구 공덕동 370-9","서울특별시 마포구 마포대로11길",121859,126.9500548,37.54878997,588
"파리바게뜨","기타 간이","MA010120220800192324","파리바게뜨","음식","기타 간이","서울특별시","마포구","도화동","서울특별시 마포구 도화동 201-2","서울특별시 마포구 도화길",121813,126.9478132,37.53999386,435
"전주집","한식","MA010120220800197813","전주집","음식","한식","서울특별시","마포구","도화동","서울특별시 마포구 도화동 538","서울특별시 마포구 큰우물로",121743,126.9462787,37.54128669,311
"동아냉면","한식","MA010120220800201496","동아냉면","음식","한식","서울특별시","마포구","공덕동","서울특별시 마포구 공덕동 479","서울특별시 마포구 백범로31길",121862,126.948679,37.54521861,179
"커피팜","비알코올 ","MA010120220800201511","커피팜","음식","비알코올 ","서울특별시","마포구","공덕동","서울특별시 마포구 공덕동 371","서울특별시 마포구 마포대로",121762,126.9506045,37.54590251,351
"마포낙지한마리수제비","한식","MA010120220800186183","마포낙지한마리수제비","음식","한식","서울특별시","마포구","염리동","서울특별시 마포구 염리동 172-15","서울특별시 마포구 독막로",121874,126.9468794,37.54363476,64
"모이세","기타 간이","MA010120220800181695","모이세","음식","기타 간이","서울특별시","마포구","공덕동","서울특별시 마포구 공덕동 256-10","서울특별시 마포구 만리재로",121803,126.9532456,37.54478163,514
"다래분식","기타 간이","MA010120220800197822","다래분식","음식","기타 간이","서울특별시","마포구","도화동","서울특별시 마포구 도화동 173","서울특별시 마포구 마포대로",121745,126.9478042,37.54224639,186
"앤드커피점","비알코올 ","MA010120220800197841","앤드커피점","음식","비알코올 ","서울특별시","마포구","도화동","서울특별시 마포구 도화동 173","서울특별시 마포구 마포대로",121745,126.9478042,37.54224639,186
"명동칼국수","한식","MA010120220800197845","명동칼국수","음식","한식","서울특별시","마포구","도화동","서울특별시 마포구 도화동 536","서울특별시 마포구 토정로37길",121731,126.9473581,37.54258481,147
"후지일식도화","일식","MA010120220800221242","후지일식도화","음식","일식","서울특별시","마포구","도화동","서울특별시 마포구 도화동 328","서울특별시 마포구 도화길",121813,126.948311,37.5399983,440
"미소갈매기","한식","MA010120220800199358","미소갈매기","음식","한식","서울특별시","마포구","도화동","서울특별시 마포구 도화동 194-7","서울특별시 마포구 새창로4길",121812,126.9509935,37.54156294,402
"동원참치","일식","MA010120220800206179","동원참치","음식","일식","서울특별시","마포구","공덕동","서울특별시 마포구 공덕동 467","서울특별시 마포구 마포대로",121916,126.9508646,37.5451119,324
"최대포1호점","한식","MA010120220800199740","최대포1호점","음식","한식","서울특별시","마포구","도화동","서울특별시 마포구 도화동 25-8","서울특별시 마포구 새창로",121812,126.9519914,37.54222055,436
"황태뚝배기해장국","한식","MA010120220800191216","황태뚝배기해장국","음식","한식","서울특별시","마포구","염리동","서울특별시 마포구 염리동 168-9","서울특별시 마포구 독막로",121749,126.9474628,37.54399137,11
"대박치킨","기타 간이","MA010120220800191515","대박치킨","음식","기타 간이","서울특별시","마포구","대흥동","서울특별시 마포구 대흥동 327-1","서울특별시 마포구 백범로16길",121810,126.9418026,37.54654479,583
"태종대","한식","MA010120220800205485","태종대","음식","한식","서울특별시","마포구","염리동","서울특별시 마포구 염리동 148-24","서울특별시 마포구 백범로",121872,126.9456048,37.54655177,340
"일야","비알코올 ","MA010120220800205512","일야","음식","비알코올 ","서울특별시","마포구","염리동","서울특별시 마포구 염리동 172-1","서울특별시 마포구 독막로",121874,126.9472554,37.54344889,55
"마포삼계탕","한식","MA010120220800196693","마포삼계탕","음식","한식","서울특별시","마포구","도화동","서울특별시 마포구 도화동 343-2","서울특별시 마포구 도화길",121813,126.9484762,37.54032414,407
"참치천국","일식","MA010120220800207348","참치천국","음식","일식","서울특별시","마포구","용강동","서울특별시 마포구 용강동 43-5","서울특별시 마포구 토정로",121875,126.9431908,37.54039409,546
"기찬순대","한식","MA010120220800212940","기찬순대","음식","한식","서울특별시","마포구","도화동","서울특별시 마포구 도화동 201-51","서울특별시 마포구 삼개로1길",121813,126.9477107,37.53923607,519
"마포유가궁중족발","한식","MA010120220800198046","마포유가궁중족발","음식","한식","서울특별시","마포구","공덕동","서울특별시 마포구 공덕동 256-10","서울특별시 마포구 만리재로",121803,126.9532456,37.54478163,514
"별치킨","기타 간이","MA010120220800187681","별치킨","음식","기타 간이","서울특별시","마포구","공덕동","서울특별시 마포구 공덕동 256-21","서울특별시 마포구 만리재로1길",121803,126.9527457,37.54492136,475
"본죽","한식","MA010120220800193062","본죽","음식","한식","서울특별시","마포구","도화동","서울특별시 마포구 도화동 571","서울특별시 마포구 도화길",121815,126.9502323,37.54178144,336
"치킨히어로","기타 간이","MA010120220800189621","치킨히어로","음식","기타 간이","서울특별시","마포구","대흥동","서울특별시 마포구 대흥동 778-1","서울특별시 마포구 큰우물로",121811,126.9411666,37.5443045,562
"갈스시","일식","MA010120220800205667","갈스시","음식","일식","서울특별시","마포구","염리동","서울특별시 마포구 염리동 173-29","서울특별시 마포구 토정로37길",121874,126.9466889,37.54269598,153
"가보세삼계탕","한식","MA010120220800194797","가보세삼계탕","음식","한식","서울특별시","마포구","대흥동","서울특별시 마포구 대흥동 405-20","서울특별시 마포구 독막로",121811,126.9421149,37.54606103,533
"마포소문난원조족발","한식","MA010120220800196505","마포소문난원조족발","음식","한식","서울특별시","마포구","공덕동","서울특별시 마포구 공덕동 256-10","서울특별시 마포구 만리재로",121803,126.9532456,37.54478163,514
"천장어","한식","MA010120220800218235","천장어","음식","한식","서울특별시","마포구","염리동","서울특별시 마포구 염리동 155-12","서울특별시 마포구 백범로",121873,126.9444167,37.54654116,401
"마포떡방","기타 간이","MA010120220800205877","마포떡방","음식","기타 간이","서울특별시","마포구","용강동","서울특별시 마포구 용강동 6-4","서울특별시 마포구 큰우물로",121875,126.9436188,37.54293886,360
"파리바게트","기타 간이","MA010120220800200058","파리바게트","음식","기타 간이","서울특별시","마포구","도화동","서울특별시 마포구 도화동 555","서울특별시 마포구 마포대로",121779,126.9454259,37.53997257,474
"한강서초순대국","한식","MA010120220800186496","한강서초순대국","음식","한식","서울특별시","마포구","염리동","서울특별시 마포구 염리동 147-7","서울특별시 마포구 숭문길",121872,126.9455143,37.54735289,422
"오감부대찌개","한식","MA010120220800213722","오감부대찌개","음식","한식","서울특별시","마포구","공덕동","서울특별시 마포구 공덕동 371","서울특별시 마포구 마포대로",121762,126.9506045,37.54590251,351
"알덴테","서양식","MA010120220800207568","알덴테","음식","서양식","서울특별시","마포구","도화동","서울특별시 마포구 도화동 555","서울특별시 마포구 마포대로",121779,126.9454259,37.53997257,474
"처갓집양념치킨염리점","기타 간이","MA010120220800218086","처갓집양념치킨염리점","음식","기타 간이","서울특별시","마포구","염리동","서울특별시 마포구 염리동 89-2","서울특별시 마포구 숭문4길",121872,126.9456103,37.54776823,462
"산동만두","기타 간이","MA010120220800204251","산동만두","음식","기타 간이","서울특별시","마포구","도화동","서울특별시 마포구 도화동 327-1","서울특별시 마포구 도화길",121813,126.9485032,37.54000902,442
"이디야","비알코올 ","MA010120220800204609","이디야","음식","비알코올 ","서울특별시","마포구","도화동","서울특별시 마포구 도화동 250-1","서울특별시 마포구 도화길",121813,126.9473972,37.53980094,456
"돈오락쪽갈비구김장독","한식","MA010120220800188498","돈오락쪽갈비구김장독","음식","한식","서울특별시","마포구","염리동","서울특별시 마포구 염리동 164-4","서울특별시 마포구 독막로",121874,126.9460037,37.54474424,163
"경보커파우스/주차장","비알코올 ","MA010120220800189795","경보커파우스/주차장","음식","비알코올 ","서울특별시","마포구","도화동","서울특별시 마포구 도화동 183-17","서울특별시 마포구 새창로",121812,126.9513031,37.54207929,390
"유경이네문어랑조개랑","한식","MA010120220800200077","유경이네문어랑조개랑","음식","한식","서울특별시","마포구","도화동","서울특별시 마포구 도화동 183-11","서울특별시 마포구 도화길",121812,126.9512147,37.54192532,393
"원조마포할머니빈대떡","한식","MA010120220800189865","원조마포할머니빈대떡","음식","한식","서울특별시","마포구","공덕동","서울특별시 마포구 공덕동 256-30","서울특별시 마포구 만리재로",121803,126.953732,37.54479495,557
"다락방","한식","MA010120220800213238","다락방","음식","한식","서울특별시","마포구","공덕동","서울특별시 마포구 공덕동 255-23","서울특별시 마포구 마포대로",121803,126.9521272,37.54464556,415
"하늘은지붕위로","비알코올 ","MA010120220800213566","하늘은지붕위로","음식","비알코올 ","서울특별시","마포구","도화동","서울특별시 마포구 도화동 538","서울특별시 마포구 큰우물로",121743,126.9462787,37.54128669,311
"웰빙봉평메밀마을","한식","MA010120220800198373","웰빙봉평메밀마을","음식","한식","서울특별시","마포구","대흥동","서울특별시 마포구 대흥동 140-5","서울특별시 마포구 백범로",121809,126.9428165,37.54767116,589
"소희네분식","기타 간이","MA010120220800190679","소희네분식","음식","기타 간이","서울특별시","마포구","도화동","서울특별시 마포구 도화동 200-17","서울특별시 마포구 도화4길",121813,126.9511502,37.54087954,464
"마포원조떡볶이","기타 간이","MA010120220800218589","마포원조떡볶이","음식","기타 간이","서울특별시","마포구","도화동","서울특별시 마포구 도화동 345-4","서울특별시 마포구 도화2길",121813,126.9487816,37.54032686,413
"남해돌수산","한식","MA010120220800196985","남해돌수산","음식","한식","서울특별시","마포구","대흥동","서울특별시 마포구 대흥동 210-1","서울특별시 마포구 백범로",121809,126.9428221,37.54727476,559
"혜원식당","한식","MA010120220800204132","혜원식당","음식","한식","서울특별시","마포구","도화동","서울특별시 마포구 도화동 194-26","서울특별시 마포구 새창로4길",121812,126.9515025,37.54157647,436
"태순집","한식","MA010120220800190122","태순집","음식","한식","서울특별시","마포구","용강동","서울특별시 마포구 용강동 40-1","서울특별시 마포구 토정로",121875,126.9437739,37.53996681,548
"도원샤브샤브","한식","MA010120220800197362","도원샤브샤브","음식","한식","서울특별시","마포구","도화동","서울특별시 마포구 도화동 250-4","서울특별시 마포구 삼개로",121813,126.9472575,37.53927708,515
"브라우나비","비알코올 ","MA010120220800201784","브라우나비","음식","비알코올 ","서울특별시","마포구","대흥동","서울특별시 마포구 대흥동 405-14","서울특별시 마포구 독막로",121811,126.9422516,37.54599918,520
"원조대감집","한식","MA010120220800191736","원조대감집","음식","한식","서울특별시","마포구","용강동","서울특별시 마포구 용강동 40-2","서울특별시 마포구 토정로",121875,126.9442077,37.53970038,551
"은하반점","중식","MA010120220800196776","은하반점","음식","중식","서울특별시","마포구","도화동","서울특별시 마포구 도화동 173","서울특별시 마포구 마포대로",121745,126.9478042,37.54224639,186
"옛촌","한식","MA010120220800199261","옛촌","음식","한식","서울특별시","마포구","공덕동","서울특별시 마포구 공덕동 256-17","서울특별시 마포구 마포대로6길",121803,126.9538747,37.54511158,576
"김박사손칼국수","한식","MA010120220800198675","김박사손칼국수","음식","한식","서울특별시","마포구","용강동","서울특별시 마포구 용강동 43-5","서울특별시 마포구 토정로",121875,126.9431908,37.54039409,546
"미스터피자","기타 간이","MA010120220800190298","미스터피자","음식","기타 간이","서울특별시","마포구","용강동","서울특별시 마포구 용강동 502","서울특별시 마포구 토정로31길",121070,126.9414648,37.54162207,591
"개화","중식","MA010120220800196815","개화","음식","중식","서울특별시","마포구","도화동","서울특별시 마포구 도화동 250-13","서울특별시 마포구 도화길",121813,126.9469464,37.53967077,473
"평화장","중식","MA010120220800196816","평화장","음식","중식","서울특별시","마포구","도화동","서울특별시 마포구 도화동 38-1","서울특별시 마포구 새창로",121812,126.9519841,37.54193215,451
"마미치킨","기타 간이","MA010120220800196832","마미치킨","음식","기타 간이","서울특별시","마포구","도화동","서울특별시 마포구 도화동 343-2","서울특별시 마포구 도화길",121813,126.9484762,37.54032414,407
"처갓집양념치킨도화점","기타 간이","MA010120220800196833","처갓집양념치킨도화점","음식","기타 간이","서울특별시","마포구","도화동","서울특별시 마포구 도화동 25-4","서울특별시 마포구 새창로",121812,126.9517193,37.54225418,413
"장수갈매기","한식","MA010120220800198813","장수갈매기","음식","한식","서울특별시","마포구","도화동","서울특별시 마포구 도화동 182-11","서울특별시 마포구 도화길",121812,126.9506866,37.54165933,374
